Date,Mine & HODL ETH Rev,Mine & Sell USD Rev,50% Sale ETH Rev,50% sale USD Rev,ETH Price,Mine & HODL ETH Accume,Mine & Sell USD Accumulated,50 ETH Accumulated,50% USD Accumulated,50% ETH USD Value,Mine & HODL ETH Value Accumulated (USD),50/50 Val,Rig Value,Mine & HODL,Mine & Sell,50% Sell 50% HODL,Buy ETH Directly,GPUStraight Line,GPU Buy Back Value,Electricity paid,Total Electricity Paid,Days Run,Price of ETH
7/7/2020,0.02,5.03,0.01,2.51,239.35,18.43,5463.6,9.21,2731.8,2205.29,4410.59,4937.09,1413.41,3731.96,4784.97,4258.47,854.12,0,1413.41,0.96,-2092.03,908,239.35
7/8/2020,0.02,5.27,0.01,2.64,247.11,18.45,5468.87,9.22,2734.44,2279.43,4558.86,5013.86,1415.44,3879.97,4789.98,4334.97,881.81,0,1415.44,0.96,-2094.34,909,247.11
7/9/2020,0.02,5.12,0.01,2.56,242.08,18.47,5473.99,9.23,2737,2235.59,4471.18,4972.59,1345.93,3720.47,4723.28,4221.88,863.87,0,1345.93,0.96,-2096.64,910,242.08
7/10/2020,0.02,4.93,0.01,2.46,241.21,18.49,5478.92,9.25,2739.46,2230.02,4460.04,4969.48,1321.7,3682.8,4701.68,4192.24,860.76,0,1321.7,0.96,-2098.94,911,241.21
7/11/2020,0.02,4.77,0.01,2.39,239.25,18.51,5483.7,9.26,2741.85,2214.29,4428.58,4956.14,1259.76,3587.09,4642.21,4114.65,853.77,0,1259.76,0.96,-2101.25,912,239.25
7/12/2020,0.02,4.75,0.01,2.38,242.84,18.53,5488.45,9.26,2744.22,2249.89,4499.78,4994.11,1264.74,3660.97,4649.63,4155.3,866.58,0,1264.74,0.96,-2103.55,913,242.84
7/13/2020,0.02,5.09,0.01,2.54,239.53,18.55,5493.53,9.28,2746.77,2221.77,4443.53,4968.53,1266.03,3603.71,4653.71,4128.71,854.77,0,1266.03,0.96,-2105.86,914,239.53
7/14/2020,0.02,5,0.01,2.5,240.44,18.57,5498.54,9.29,2749.27,2232.71,4465.42,4981.98,1251.36,3608.62,4641.74,4125.18,858.01,0,1251.36,0.96,-2108.16,915,240.44
7/15/2020,0.02,5.19,0.01,2.59,238.42,18.59,5503.72,9.3,2751.86,2216.54,4433.09,4968.41,1244.52,3567.14,4637.78,4102.46,850.8,0,1244.52,0.96,-2110.46,916,238.42
7/16/2020,0.02,5.11,0.01,2.55,233.61,18.62,5508.83,9.31,2754.42,2174.38,4348.76,4928.8,1244.52,3480.51,4640.58,4060.55,833.64,0,1244.52,0.96,-2112.77,917,233.61
7/17/2020,0.02,5.24,0.01,2.62,232.77,18.64,5514.07,9.32,2757.04,2169.18,4338.37,4926.22,1244.52,3467.81,4643.52,4055.67,830.64,0,1244.52,0.96,-2115.07,918,232.77
7/18/2020,0.02,5.1,0.01,2.55,235.84,18.66,5519.18,9.33,2759.59,2200.34,4400.69,4959.93,1244.52,3527.83,4646.32,4087.07,841.6,0,1244.52,0.96,-2117.38,919,235.84
7/19/2020,0.02,5.24,0.01,2.62,239.22,18.68,5524.41,9.34,2762.21,2234.5,4468.99,4996.7,1244.52,3593.83,4649.25,4121.54,853.66,0,1244.52,0.96,-2119.68,920,239.22
7/20/2020,0.02,5.64,0.01,2.82,236.16,18.71,5530.05,9.35,2765.02,2208.73,4417.46,4973.75,1244.52,3540,4652.58,4096.29,842.74,0,1244.52,0.96,-2121.98,921,236.16
7/21/2020,0.02,6.1,0.01,3.05,245.87,18.73,5536.15,9.37,2768.07,2302.6,4605.19,5070.67,1244.52,3725.43,4656.38,4190.9,877.39,0,1244.52,0.96,-2124.29,922,245.87
7/22/2020,0.02,6.59,0.01,3.29,264.32,18.76,5542.74,9.38,2771.37,2478.68,4957.35,5250.05,1244.52,4075.28,4660.67,4367.97,943.23,0,1244.52,0.96,-2126.59,923,264.32
7/23/2020,0.02,6.88,0.01,3.44,275.65,18.78,5549.62,9.39,2774.81,2588.37,5176.73,5363.18,1244.52,4292.36,4665.25,4478.8,983.66,0,1244.52,0.96,-2128.9,924,275.65
7/24/2020,0.02,6.61,0.01,3.31,279.6,18.8,5556.23,9.4,2778.12,2628.76,5257.53,5406.88,1244.52,4370.85,4669.55,4520.2,997.76,0,1244.52,0.96,-2131.2,925,279.6
7/25/2020,0.03,7.68,0.01,3.84,305.67,18.83,5563.91,9.41,2781.96,2877.71,5755.42,5659.67,1317.54,4939.46,4747.95,4843.71,1090.79,0,1317.54,0.96,-2133.5,926,305.67
7/26/2020,0.02,7.37,0.01,3.68,311.47,18.85,5571.28,9.43,2785.64,2936,5871.99,5721.64,1369.15,5105.34,4804.62,4954.98,1111.48,0,1369.15,0.96,-2135.81,927,311.47
7/27/2020,0.03,8.35,0.01,4.17,322.39,18.88,5579.63,9.44,2789.81,3043.11,6086.21,5832.92,1372.96,5321.06,4814.48,5067.77,1150.45,0,1372.96,0.96,-2138.11,928,322.39
7/28/2020,0.02,7.24,0.01,3.62,317.47,18.9,5586.87,9.45,2793.43,3000.28,6000.57,5793.72,1335.29,5195.44,4781.74,4988.59,1132.9,0,1335.29,0.96,-2140.42,929,317.47
7/29/2020,0.02,7.3,0.01,3.65,318.27,18.92,5594.16,9.46,2797.08,3011.49,6022.98,5808.57,1324.78,5205.04,4776.22,4990.63,1135.75,0,1324.78,0.96,-2142.72,930,318.27
7/30/2020,0.02,7.68,0.01,3.84,335.25,18.95,5601.84,9.47,2800.92,3176,6351.99,5976.92,1324.78,5531.75,4781.59,5156.67,1196.34,0,1324.78,0.96,-2145.02,931,335.25
7/31/2020,0.02,8.53,0.01,4.26,346.81,18.97,5610.37,9.49,2805.18,3289.77,6579.55,6094.96,1304.64,5736.87,4767.68,5252.28,1237.6,0,1304.64,0.96,-2147.33,932,346.81
8/1/2020,0.02,8.81,0.01,4.41,387.41,18.99,5619.18,9.5,2809.59,3679.3,7358.61,6488.89,1280.41,6489.39,4749.96,5619.67,1382.48,0,1280.41,0.96,-2149.63,933,387.41
8/2/2020,0.02,8.69,0.01,4.34,371.93,19.02,5627.87,9.51,2813.93,3536.63,7073.26,6350.57,1280.41,6201.74,4756.34,5479.04,1327.24,0,1280.41,0.96,-2151.94,934,371.93
8/3/2020,0.02,9.04,0.01,4.52,386.1,19.04,5636.9,9.52,2818.45,3675.89,7351.78,6494.34,1280.41,6477.95,4763.07,5620.51,1377.8,0,1280.41,0.96,-2154.24,935,386.1
8/4/2020,0.02,8.59,0.01,4.29,389.79,19.06,5645.49,9.53,2822.75,3715.32,7430.63,6538.06,1280.41,6554.5,4769.36,5661.93,1390.97,0,1280.41,0.96,-2156.54,936,389.79
8/5/2020,0.02,8.74,0.01,4.37,401.12,19.08,5654.23,9.54,2827.12,3827.68,7655.36,6654.79,1280.41,6776.92,4775.79,5776.36,1431.4,0,1280.41,0.96,-2158.85,937,401.12
8/6/2020,0.02,8.77,0.01,4.38,395.07,19.11,5663,9.55,2831.5,3774.33,7548.66,6605.83,1280.41,6667.92,4782.25,5725.08,1409.81,0,1280.41,0.96,-2161.15,938,395.07
8/7/2020,0.02,8.78,0.01,4.39,379.57,19.13,5671.78,9.57,2835.89,3630.64,7261.28,6466.53,1272.25,6370.08,4780.57,5575.33,1354.5,0,1272.25,0.96,-2163.46,939,379.57
8/8/2020,0.02,8.87,0.01,4.44,397.56,19.15,5680.65,9.58,2840.32,3807.15,7614.3,6647.48,1272.25,6720.8,4787.14,5753.97,1418.7,0,1272.25,0.96,-2165.76,940,397.56
8/9/2020,0.02,8.96,0.01,4.48,390.28,19.18,5689.6,9.59,2844.8,3741.91,7483.83,6586.72,1272.25,6588.02,4793.79,5690.9,1392.72,0,1272.25,0.96,-2168.06,941,390.28
8/10/2020,0.03,10.67,0.01,5.33,395.84,19.2,5700.27,9.6,2850.14,3800.56,7601.11,6650.69,1272.25,6703,4802.16,5752.58,1412.56,0,1272.25,0.96,-2170.37,942,395.84
8/11/2020,0.03,10.66,0.01,5.33,378.94,19.23,5710.93,9.62,2855.47,3643.62,7287.25,6499.09,1272.25,6386.83,4810.51,5598.67,1352.25,0,1272.25,0.96,-2172.67,943,378.94
8/12/2020,0.04,14.26,0.02,7.13,387.19,19.27,5725.19,9.63,2862.6,3730.08,7460.16,6592.68,1272.25,6557.44,4822.47,5689.95,1381.69,0,1272.25,0.96,-2174.98,944,387.19
8/13/2020,0.04,16.85,0.02,8.43,424.97,19.31,5742.04,9.65,2871.02,4102.47,8204.94,6973.49,1261.26,7288.92,4826.03,6057.48,1516.51,0,1261.26,0.96,-2177.28,945,424.97
8/14/2020,0.03,14.85,0.02,7.42,438.51,19.34,5756.89,9.67,2878.45,4240.6,8481.21,7119.05,1261.26,7562.89,4838.57,6200.73,1564.83,0,1261.26,0.96,-2179.58,946,438.51
8/15/2020,0.03,10.89,0.01,5.45,432.63,19.37,5767.79,9.68,2883.89,4189.19,8378.38,7073.08,1249.99,7446.48,4835.89,6141.19,1543.85,0,1249.99,0.96,-2181.89,947,432.63
8/16/2020,0.02,10.61,0.01,5.31,433.85,19.39,5778.4,9.7,2889.2,4206.31,8412.61,7095.51,1239.62,7468.04,4833.82,6150.93,1548.2,0,1239.62,0.96,-2184.19,948,433.85
8/17/2020,0.03,11.29,0.01,5.65,431.26,19.42,5789.69,9.71,2894.84,4186.84,8373.68,7081.69,1239.62,7426.8,4842.81,6134.81,1538.96,0,1239.62,0.96,-2186.5,949,431.26
8/18/2020,0.03,12.26,0.01,6.13,422.38,19.45,5801.95,9.72,2900.98,4106.76,8213.52,7007.74,1221.59,7246.31,4834.74,6040.53,1507.27,0,1221.59,0.96,-2188.8,950,422.38
8/19/2020,0.03,11.54,0.01,5.77,407.85,19.47,5813.49,9.74,2906.75,3971.26,7942.52,6878.01,1228.57,6979.98,4850.96,5915.47,1455.42,0,1228.57,0.96,-2191.1,951,407.85
8/20/2020,0.03,10.74,0.01,5.37,416.04,19.5,5824.24,9.75,2912.12,4056.38,8112.75,6968.49,1223.26,7142.61,4854.09,5998.35,1484.64,0,1223.26,0.96,-2193.41,952,416.04
8/21/2020,0.03,11.25,0.01,5.62,387.98,19.53,5835.48,9.76,2917.74,3788.42,7576.83,6706.16,1261.35,6642.47,4901.12,5771.8,1384.51,0,1261.35,0.96,-2195.71,953,387.98
8/22/2020,0.02,9.57,0.01,4.79,395.46,19.55,5845.05,9.78,2922.53,3866.24,7732.48,6788.77,1282.91,6817.37,4929.94,5873.66,1411.2,0,1282.91,0.96,-2198.02,954,395.46
8/23/2020,0.02,8.71,0.01,4.35,390.72,19.58,5853.76,9.79,2926.88,3824.25,7648.51,6751.13,1282.91,6731.09,4936.35,5833.72,1394.29,0,1282.91,0.96,-2200.32,955,390.72
8/24/2020,0.02,9.68,0.01,4.84,408.03,19.6,5863.44,9.8,2931.72,3998.52,7997.03,6930.24,1285.86,7080.27,4946.68,6013.48,1456.06,0,1285.86,0.96,-2202.62,956,408.03
8/25/2020,0.02,9.27,0.01,4.64,383.34,19.62,5872.71,9.81,2936.36,3761.2,7522.41,6697.56,1290.08,6607.56,4957.86,5782.71,1367.95,0,1290.08,0.96,-2204.93,957,383.34
8/26/2020,0.02,8.84,0.01,4.42,386.02,19.65,5881.55,9.82,2940.77,3791.92,7583.83,6732.69,1289.56,6666.16,4963.88,5815.02,1377.52,0,1289.56,0.96,-2207.23,958,386.02
8/27/2020,0.02,8.92,0.01,4.46,383.18,19.67,5890.47,9.83,2945.24,3768.48,7536.96,6713.72,1282.42,6609.85,4963.36,5786.6,1367.38,0,1282.42,0.96,-2209.54,959,383.18
8/28/2020,0.02,8.95,0.01,4.48,395.54,19.69,5899.43,9.85,2949.71,3894.51,7789.03,6844.23,1268.28,6845.47,4955.87,5900.67,1411.49,0,1268.28,0.96,-2211.84,960,395.54
8/29/2020,0.02,9.57,0.01,4.79,398.79,19.72,5909,9.86,2954.5,3931.3,7862.6,6885.8,1268.08,6916.54,4962.94,5939.74,1423.09,0,1268.08,0.96,-2214.14,961,398.79
8/30/2020,0.03,14.25,0.02,7.12,429.04,19.75,5923.25,9.87,2961.63,4236.63,8473.27,7198.26,1268.08,7524.9,4974.89,6249.89,1531.03,0,1268.08,0.96,-2216.45,962,429.04
8/31/2020,0.04,15.49,0.02,7.75,434.1,19.79,5938.74,9.89,2969.37,4294.34,8588.69,7263.72,1268.08,7638.02,4988.07,6313.05,1549.09,0,1268.08,0.96,-2218.75,963,434.1
9/1/2020,0.05,24.58,0.03,12.29,475.81,19.84,5963.32,9.92,2981.66,4719.25,9438.5,7700.91,1267.89,8485.33,5010.15,6747.74,1697.93,0,1267.89,0.96,-2221.06,964,475.81
9/2/2020,0.05,23.9,0.03,11.95,439.83,19.89,5987.22,9.95,2993.61,4374.34,8748.68,7367.95,1271.06,7796.38,5034.92,6415.65,1569.54,0,1271.06,0.96,-2223.36,965,439.83
9/3/2020,0.05,18.31,0.02,9.16,382.46,19.94,6005.53,9.97,3002.77,3812.92,7625.84,6815.69,1273.46,6673.64,5053.33,5863.48,1364.81,0,1273.46,0.96,-2225.66,966,382.46
9/4/2020,0.03,12.59,0.02,6.3,385.91,19.97,6018.13,9.99,3009.06,3853.61,7707.23,6862.68,1263.36,6742.61,5053.52,5898.06,1377.12,0,1263.36,0.96,-2227.97,967,385.91
9/5/2020,0.04,12.21,0.02,6.1,335.24,20.01,6030.34,10,3015.17,3353.74,6707.47,6368.9,1263.36,5740.56,5063.42,5401.99,1196.31,0,1263.36,0.96,-2230.27,968,335.24
9/6/2020,0.02,8.35,0.01,4.17,352.69,20.03,6038.68,10.02,3019.34,3532.48,7064.96,6551.82,1262.86,6095.24,5068.97,5582.11,1258.58,0,1262.86,0.96,-2232.58,969,352.69
9/7/2020,0.02,7.8,0.01,3.9,353.7,20.05,6046.48,10.03,3023.24,3546.5,7092.99,6569.74,1260.9,6119.01,5072.5,5595.76,1262.18,0,1260.9,0.96,-2234.88,970,353.7
9/8/2020,0.02,7.31,0.01,3.66,337.45,20.08,6053.8,10.04,3026.9,3387.22,6774.43,6414.11,1260.9,5798.15,5077.51,5437.83,1204.19,0,1260.9,0.96,-2237.18,971,337.45
9/9/2020,0.02,8.09,0.01,4.04,351.15,20.1,6061.88,10.05,3030.94,3528.78,7057.55,6559.72,1260.9,6078.96,5083.29,5581.13,1253.08,0,1260.9,0.96,-2239.49,972,351.15
9/10/2020,0.03,10.38,0.01,5.19,368.09,20.13,6072.26,10.06,3036.13,3704.2,7408.4,6740.33,1258.5,6425.11,5088.97,5757.04,1313.53,0,1258.5,0.96,-2241.79,973,368.09
9/11/2020,0.03,9.36,0.01,4.68,373.99,20.15,6081.62,10.08,3040.81,3768.25,7536.5,6809.06,1258.5,6550.91,5096.02,5823.46,1334.59,0,1258.5,0.96,-2244.1,974,373.99
9/12/2020,0.02,8.22,0.01,4.11,387.88,20.17,6089.84,10.09,3044.92,3912.31,7824.63,6957.23,1258.5,6836.73,5101.94,5969.33,1384.15,0,1258.5,0.96,-2246.4,975,387.88
9/13/2020,0.02,8.2,0.01,4.1,366.33,20.2,6098.04,10.1,3049.02,3699.05,7398.11,6748.08,1258.5,6407.9,5107.84,5757.87,1307.25,0,1258.5,0.96,-2248.7,976,366.33
9/14/2020,0.03,10.82,0.01,5.41,377.24,20.22,6108.86,10.11,3054.43,3814.63,7629.26,6869.06,1258.5,6636.74,5116.35,5876.55,1346.19,0,1258.5,0.96,-2251.01,977,377.24
9/15/2020,0.03,10.07,0.01,5.03,364.19,20.25,6118.93,10.13,3059.46,3687.7,7375.4,6747.16,1258.5,6380.59,5124.11,5752.35,1299.62,0,1258.5,0.96,-2253.31,978,364.19
9/16/2020,0.03,9.15,0.01,4.57,365.19,20.28,6128.08,10.14,3064.04,3702.4,7404.8,6766.44,1258.5,6407.68,5130.96,5769.32,1303.18,0,1258.5,0.96,-2255.62,979,365.19
9/17/2020,0.05,20.8,0.03,10.4,389.49,20.33,6148.88,10.16,3074.44,3959.16,7918.32,7033.6,1258.5,6918.9,5149.45,6034.18,1389.9,0,1258.5,0.96,-2257.92,980,389.49
9/18/2020,0.04,14.41,0.02,7.2,384.66,20.37,6163.28,10.18,3081.64,3917.27,7834.54,6998.91,1258.5,6832.81,5161.56,5997.18,1372.66,0,1258.5,0.96,-2260.22,981,384.66
9/19/2020,0.03,10.08,0.01,5.04,385.36,20.39,6173.37,10.2,3086.68,3929.44,7858.87,7016.12,1258.5,6854.84,5169.34,6012.09,1375.16,0,1258.5,0.96,-2262.53,982,385.36
9/20/2020,0.02,8.43,0.01,4.22,371.06,20.42,6181.8,10.21,3090.9,3787.84,7575.68,6878.74,1258.5,6569.34,5175.46,5872.4,1324.13,0,1258.5,0.96,-2264.83,983,371.06
9/21/2020,0.03,8.72,0.01,4.36,340.19,20.44,6190.52,10.22,3095.26,3477.07,6954.14,6572.33,1258.5,5945.51,5181.88,5563.69,1213.97,0,1258.5,0.96,-2267.14,984,340.19
9/22/2020,0.02,8.48,0.01,4.24,344.25,20.47,6199,10.23,3099.5,3522.81,7045.62,6622.31,1258.5,6034.68,5188.06,5611.37,1228.46,0,1258.5,0.96,-2269.44,985,344.25
9/23/2020,0.02,7.11,0.01,3.56,320.19,20.49,6206.11,10.24,3103.06,3280.15,6560.31,6383.21,1258.5,5547.06,5192.87,5369.96,1142.6,0,1258.5,0.96,-2271.74,986,320.19
9/24/2020,0.02,7.45,0.01,3.73,349.18,20.51,6213.57,10.26,3106.78,3580.87,7161.73,6687.65,1258.5,6146.18,5198.02,5672.1,1246.05,0,1258.5,0.96,-2274.05,987,349.18
9/25/2020,0.02,7.22,0.01,3.61,352.02,20.53,6220.78,10.27,3110.39,3613.6,7227.2,6723.99,1258.5,6209.34,5202.93,5706.14,1256.19,0,1258.5,0.96,-2276.35,988,352.02
9/26/2020,0.02,6.59,0.01,3.29,354.21,20.55,6227.37,10.27,3113.68,3639.37,7278.75,6753.06,1258.5,6258.59,5207.21,5732.9,1264,0,1258.5,0.96,-2278.66,989,354.21
9/27/2020,0.02,6.67,0.01,3.34,357.67,20.57,6234.04,10.28,3117.02,3678.26,7356.52,6795.28,1258.5,6334.06,5211.58,5772.82,1276.35,0,1258.5,0.96,-2280.96,990,357.67
9/28/2020,0.02,7.56,0.01,3.78,354.01,20.59,6241.6,10.29,3120.8,3644.4,7288.79,6765.2,1258.5,6264.03,5216.83,5740.43,1263.29,0,1258.5,0.96,-2283.26,991,354.01
9/29/2020,0.02,8.45,0.01,4.22,359.92,20.61,6250.04,10.31,3125.02,3709.46,7418.93,6834.49,1258.5,6391.86,5222.97,5807.42,1284.38,0,1258.5,0.96,-2285.57,992,359.92
9/30/2020,0.02,7.56,0.01,3.78,359.86,20.63,6257.6,10.32,3128.8,3712.62,7425.25,6841.42,1258.5,6395.87,5228.23,5812.05,1284.16,0,1258.5,0.96,-2287.87,993,359.86
10/1/2020,0.02,6.95,0.01,3.48,353.09,20.65,6264.56,10.33,3132.28,3646.26,7292.51,6778.53,1258.5,6260.83,5232.88,5746.85,1260.01,0,1258.5,0.96,-2290.18,994,353.09
10/2/2020,0.02,6.56,0.01,3.28,345.83,20.67,6271.12,10.34,3135.56,3574.56,7149.13,6710.12,1258.5,6115.15,5237.13,5676.14,1234.1,0,1258.5,0.96,-2292.48,995,345.83
10/3/2020,0.02,6.29,0.01,3.14,346.32,20.69,6277.4,10.35,3138.7,3582.77,7165.55,6721.48,1258.5,6129.26,5241.12,5685.19,1235.85,0,1258.5,0.96,-2294.78,996,346.32
10/4/2020,0.02,6.45,0.01,3.23,352.67,20.71,6283.86,10.35,3141.93,3651.69,7303.38,6793.62,1257.31,6263.61,5244.08,5753.84,1258.51,0,1257.31,0.96,-2297.09,997,352.67
10/5/2020,0.02,6.63,0.01,3.31,353.84,20.73,6290.48,10.36,3145.24,3667.12,7334.24,6812.36,1256.12,6290.96,5247.21,5769.09,1262.68,0,1256.12,0.96,-2299.39,998,353.84
10/6/2020,0.02,6.7,0.01,3.35,340.85,20.75,6297.19,10.37,3148.59,3535.85,7071.69,6684.44,1255.06,6025.06,5250.55,5637.81,1216.33,0,1255.06,0.96,-2301.7,999,340.85
10/7/2020,0.02,6.11,0.01,3.05,341.91,20.77,6303.3,10.38,3151.65,3549.9,7099.79,6701.54,1254.46,6050.25,5253.76,5652,1220.11,0,1254.46,0.96,-2304,1000,341.91
10/8/2020,0.02,6.36,0.01,3.18,351.2,20.78,6309.66,10.39,3154.83,3649.53,7299.06,6804.36,1272.73,6265.48,5276.08,5770.78,1253.26,0,1272.73,0.96,-2306.3,1001,351.2
10/9/2020,0.02,6.5,0.01,3.25,365.41,20.8,6316.15,10.4,3158.08,3800.44,7600.89,6958.52,1275.63,6567.91,5283.17,5925.54,1303.97,0,1275.63,0.96,-2308.61,1002,365.41
10/10/2020,0.02,6.11,0.01,3.05,370.88,20.82,6322.26,10.41,3161.13,3860.39,7720.77,7021.52,1291.09,6700.95,5302.44,6001.69,1323.49,0,1291.09,0.96,-2310.91,1003,370.88
10/11/2020,0.02,5.95,0.01,2.97,374.4,20.83,6328.21,10.42,3164.1,3900,7800,7064.1,1291.09,6777.87,5306.08,6041.98,1336.05,0,1291.09,0.96,-2313.22,1004,374.4
10/12/2020,0.02,6.8,0.01,3.4,386.91,20.85,6335.01,10.43,3167.5,4033.71,8067.42,7201.21,1293.1,7045,5312.59,6178.8,1380.69,0,1293.1,0.96,-2315.52,1005,386.91
10/13/2020,0.02,6.69,0.01,3.35,381.41,20.87,6341.7,10.43,3170.85,3979.72,7959.43,7150.57,1295.98,6937.59,5319.86,6128.73,1361.07,0,1295.98,0.96,-2317.82,1006,381.41
10/14/2020,0.02,6.84,0.01,3.42,379.04,20.89,6348.53,10.44,3174.27,3958.41,7916.81,7132.67,1300.61,6897.29,5329.01,6113.15,1352.61,0,1300.61,0.96,-2320.13,1007,379.04
10/15/2020,0.02,6.65,0.01,3.32,377.82,20.9,6355.18,10.45,3177.59,3948.99,7897.98,7126.58,1299.9,6875.45,5332.65,6104.05,1348.25,0,1299.9,0.96,-2322.43,1008,377.82
10/16/2020,0.02,6.1,0.01,3.05,365.58,20.92,6361.28,10.46,3180.64,3824.1,7648.21,7004.74,1298.69,6622.16,5335.23,5978.7,1304.58,0,1298.69,0.96,-2324.74,1009,365.58
10/17/2020,0.01,5.42,0.01,2.71,368.53,20.94,6366.69,10.47,3183.35,3857.67,7715.34,7041.02,1297.34,6685.64,5336.99,6011.31,1315.1,0,1297.34,0.96,-2327.04,1010,368.53
10/18/2020,0.02,5.77,0.01,2.89,378.44,20.95,6372.47,10.48,3186.23,3964.29,7928.58,7150.53,1296.85,6896.09,5339.97,6118.03,1350.47,0,1296.85,0.96,-2329.34,1011,378.44
10/19/2020,0.02,6.12,0.01,3.06,379.41,20.97,6378.58,10.48,3189.29,3977.51,7955.02,7166.8,1296.85,6920.22,5343.78,6132,1353.93,0,1296.85,0.96,-2331.65,1012,379.41
10/20/2020,0.02,6.06,0.01,3.03,368.83,20.98,6384.64,10.49,3192.32,3869.62,7739.25,7061.94,1296.36,6701.66,5347.05,6024.35,1316.17,0,1296.36,0.96,-2333.95,1013,368.83
10/21/2020,0.02,6.89,0.01,3.44,391.46,21,6391.53,10.5,3195.76,4110.49,8220.99,7306.26,1296.81,7181.54,5352.08,6266.81,1396.93,0,1296.81,0.96,-2336.26,1014,391.46
10/22/2020,0.02,6.94,0.01,3.47,414.5,21.02,6398.47,10.51,3199.24,4355.9,8711.79,7555.13,1297.95,7671.18,5357.86,6514.52,1479.15,0,1297.95,0.96,-2338.56,1015,414.5
10/23/2020,0.02,6.62,0.01,3.31,409.57,21.03,6405.09,10.52,3202.54,4307.4,8614.79,7509.94,1298.88,7572.81,5363.11,6467.96,1461.56,0,1298.88,0.96,-2340.86,1016,409.57
10/24/2020,0.01,5.84,0.01,2.92,412.52,21.05,6410.92,10.52,3205.46,4341.34,8682.68,7546.8,1290.78,7630.29,5358.54,6494.42,1472.08,0,1290.78,0.96,-2343.17,1017,412.52
10/25/2020,0.01,5.85,0.01,2.93,406.3,21.06,6416.78,10.53,3208.39,4278.81,8557.61,7487.2,1290.78,7502.92,5362.09,6432.51,1449.89,0,1290.78,0.96,-2345.47,1018,406.3
10/26/2020,0.02,6.62,0.01,3.31,393.11,21.08,6423.4,10.54,3211.7,4143.21,8286.42,7354.91,1290.78,7229.43,5366.4,6297.91,1402.82,0,1290.78,0.96,-2347.78,1019,393.11
10/27/2020,0.02,6.22,0.01,3.11,403.74,21.09,6429.61,10.55,3214.81,4258.36,8516.71,7473.16,1290.78,7457.41,5370.32,6413.86,1440.75,0,1290.78,0.96,-2350.08,1020,403.74
10/28/2020,0.02,6.53,0.01,3.26,388.77,21.11,6436.14,10.56,3218.07,4103.73,8207.45,7321.8,1290.78,7145.85,5374.54,6260.19,1387.33,0,1290.78,0.96,-2352.38,1021,388.77
10/29/2020,0.02,6.45,0.01,3.22,387.54,21.13,6442.59,10.56,3221.29,4093.97,8187.93,7315.26,1290.56,7123.8,5378.46,6251.13,1382.94,0,1290.56,0.96,-2354.69,1022,387.54
10/30/2020,0.02,6.32,0.01,3.16,382.76,21.14,6448.91,10.57,3224.45,4046.63,8093.26,7271.08,1290.56,7026.83,5382.48,6204.65,1365.88,0,1290.56,0.96,-2356.99,1023,382.76
10/31/2020,0.02,5.81,0.01,2.9,386.76,21.16,6454.72,10.58,3227.36,4091.82,8183.65,7319.18,1290.56,7114.91,5385.98,6250.45,1380.16,0,1290.56,0.96,-2359.3,1024,386.76
11/1/2020,0.01,5.67,0.01,2.83,396.49,21.17,6460.38,10.59,3230.19,4197.6,8395.2,7427.79,1290.56,7324.16,5389.35,6356.75,1414.88,0,1290.56,0.96,-2361.6,1025,396.49
11/2/2020,0.02,6.38,0.01,3.19,383.61,21.19,6466.76,10.6,3233.38,4064.43,8128.85,7297.81,1294.26,7059.21,5397.12,6228.17,1368.92,0,1294.26,0.96,-2363.9,1026,383.61
11/3/2020,0.02,5.96,0.01,2.98,388.17,21.21,6472.72,10.6,3236.36,4115.72,8231.44,7352.08,1303.71,7168.94,5410.22,6289.58,1385.19,0,1303.71,0.96,-2366.21,1027,388.17
11/4/2020,0.01,5.99,0.01,2.99,402.66,21.22,6478.71,10.61,3239.35,4272.35,8544.7,7511.7,1303.68,7479.87,5413.87,6446.87,1436.9,0,1303.68,0.96,-2368.51,1028,402.66
11/5/2020,0.02,6.64,0.01,3.32,416.89,21.24,6485.35,10.62,3242.68,4426.66,8853.31,7669.33,1303.75,7786.25,5418.29,6602.27,1487.68,0,1303.75,0.96,-2370.82,1029,416.89
11/6/2020,0.02,7.38,0.01,3.69,456.32,21.25,6492.73,10.63,3246.37,4849.03,9698.05,8095.39,1302.83,8627.76,5422.44,7025.1,1628.38,0,1302.83,0.96,-2373.12,1030,456.32
11/7/2020,0.02,6.87,0.01,3.44,435.82,21.27,6499.61,10.63,3249.8,4634.62,9269.25,7884.43,1302.83,8196.65,5427.01,6811.83,1555.23,0,1302.83,0.96,-2375.42,1031,435.82
11/8/2020,0.01,6.55,0.01,3.27,454.74,21.28,6506.16,10.64,3253.08,4839.1,9678.19,8092.18,1302.83,8603.3,5431.26,7017.28,1622.74,0,1302.83,0.96,-2377.73,1032,454.74
11/9/2020,0.02,6.74,0.01,3.37,444.45,21.3,6512.89,10.65,3256.45,4732.96,9465.93,7989.41,1302.62,8388.52,5435.48,6912,1586.02,0,1302.62,0.96,-2380.03,1033,444.45
11/10/2020,0.02,7.03,0.01,3.51,450.86,21.31,6519.92,10.66,3259.96,4804.74,9609.48,8064.7,1302.62,8529.77,5440.21,6984.99,1608.9,0,1302.62,0.96,-2382.34,1034,450.86
